geneID,Gene.Name,Gene.stable.ID,Subject.sequence.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein.annotations
gene19074,kiaa1324,ENSPMEG00000014068,sp|Q6UXG2|K1324_HUMAN,27.31602706,-0.596377228,0.550811073,-1.08272556,0.278930255,0.553977225,UPF0577 protein KIAA1324 OS=Homo sapiens GN=KIAA1324 PE=2 SV=2
gene14638,pcdh20,ENSPMEG00000019008,sp|Q8N6Y1|PCD20_HUMAN,194.7183665,-0.569732485,0.5263327,-1.082456942,0.279049538,0.553977225,Protocadherin-20 OS=Homo sapiens GN=PCDH20 PE=2 SV=2
gene23371,thrb,ENSPMEG00000021012,sp|P10828|THB_HUMAN,60.86067482,0.25257025,0.233267372,1.082750015,0.278919398,0.553977225,Thyroid hormone receptor beta OS=Homo sapiens GN=THRB PE=1 SV=2
gene7082,LOC106918377,NA,sp|C9JLR9|CK095_HUMAN,80.4341187,-0.306831752,0.283438079,-1.082535393,0.279014697,0.553977225,Uncharacterized protein C11orf95 OS=Homo sapiens GN=C11orf95 PE=2 SV=1
gene16408,LOC106928545,NA,NA,14.32605073,-0.523204228,0.483376897,-1.082393948,0.279077516,0.553977225,NA
gene4894,LOC106915980,ENSPMEG00000021505,sp|Q17R89|RHG44_HUMAN,76.89259023,0.297810643,0.27515995,1.082318278,0.279111127,0.55399211,Rho GTPase-activating protein 44 OS=Homo sapiens GN=ARHGAP44 PE=1 SV=1
gene2376,dph6,ENSPMEG00000004238,sp|Q7L8W6|DPH6_HUMAN,24.15256538,-0.336456889,0.310885675,-1.082252788,0.279140218,0.553998024,Diphthine--ammonia ligase OS=Homo sapiens GN=DPH6 PE=1 SV=3
gene13307,cep97,NA,sp|Q8IW35|CEP97_HUMAN,65.64598671,0.244893498,0.226295616,1.082184016,0.27917077,0.554006833,Centrosomal protein of 97 kDa OS=Homo sapiens GN=CEP97 PE=1 SV=1
gene14440,msantd2,ENSPMEG00000006648,sp|Q6P1R3|MSD2_HUMAN,4.035171628,1.590708965,1.47016346,1.081994628,0.279254915,0.554070165,Myb/SANT-like DNA-binding domain-containing protein 2 OS=Homo sapiens GN=MSANTD2 PE=1 SV=1
gene20730,LOC106933177,ENSPMEG00000021619,sp|O60487|MPZL2_HUMAN,42.6979191,0.429570995,0.397009874,1.082015898,0.279245464,0.554070165,Myelin protein zero-like protein 2 OS=Homo sapiens GN=MPZL2 PE=1 SV=1
gene4002,dnajc17,ENSPMEG00000008136,sp|Q9UKI2|BORG2_HUMAN,49.99984724,0.234614925,0.216858591,1.081879781,0.27930595,0.554119604,Cdc42 effector protein 3 OS=Homo sapiens GN=CDC42EP3 PE=1 SV=1
gene16471,LOC106928602,NA,sp|Q8IZP9|AGRG2_HUMAN,26.792295,0.393849379,0.364102001,1.08170067,0.279385555,0.554225708,Adhesion G-protein coupled receptor G2 OS=Homo sapiens GN=ADGRG2 PE=1 SV=2
gene21874,chrd,ENSPMEG00000007608,sp|Q9H2X0|CHRD_HUMAN,115.9941706,0.423519772,0.39155817,1.081626702,0.279418434,0.554239109,Chordin OS=Homo sapiens GN=CHRD PE=1 SV=2
gene370,ap1m2,ENSPMEG00000008746,sp|Q9Y6Q5|AP1M2_HUMAN,498.9700433,-0.172011772,0.159059759,-1.081428596,0.279506507,0.554361976,AP-1 complex subunit mu-2 OS=Homo sapiens GN=AP1M2 PE=1 SV=4
gene23915,LOC106905474,ENSPMEG00000000492,sp|P09496|CLCA_HUMAN,224.8093092,-0.13352262,0.123572722,-1.080518562,0.279911326,0.554957358,Clathrin light chain A OS=Homo sapiens GN=CLTA PE=1 SV=1
gene28693,LOC106910619,ENSPMEG00000004850,sp|Q9NQX3|GEPH_HUMAN,317.8422626,-0.174121258,0.161123764,-1.080667763,0.279844928,0.554957358,Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1
gene135,LOC106924093,ENSPMEG00000019024,sp|O75955|FLOT1_HUMAN,8.583544142,1.18219667,1.094047737,1.080571377,0.279887821,0.554957358,Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3
gene21981,itgb8,ENSPMEG00000022181,sp|P26012|ITB8_HUMAN,22.9105296,0.600914945,0.556126842,1.080535769,0.279903668,0.554957358,Integrin beta-8 OS=Homo sapiens GN=ITGB8 PE=2 SV=1
gene22124,LOC106903546,ENSPMEG00000017912,sp|Q9H9V4|RN122_HUMAN,646.4539841,-0.126367914,0.11696634,-1.080378455,0.279973686,0.55497727,RING finger protein 122 OS=Homo sapiens GN=RNF122 PE=2 SV=2
gene18259,gucd1,ENSPMEG00000020868,sp|Q96NT3|GUCD1_HUMAN,101.0108651,-0.173433926,0.160528385,-1.080394134,0.279966707,0.55497727,Protein GUCD1 OS=Homo sapiens GN=GUCD1 PE=1 SV=2
gene9028,LOC106920495,NA,NA,8.433569585,0.953925909,0.883087274,1.080217026,0.280045549,0.555067859,NA
gene15577,LOC106927638,ENSPMEG00000003988,sp|P34741|SDC2_HUMAN,76.26994984,0.268666761,0.248734718,1.080133742,0.280082628,0.555077184,Syndecan-2 OS=Homo sapiens GN=SDC2 PE=1 SV=2
gene31112,LOC106913171,NA,sp|P55011|S12A2_HUMAN,18.80802417,0.712203976,0.659393828,1.080088932,0.28010258,0.555077184,Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1
gene20663,gtf2h1,ENSPMEG00000023420,sp|P32780|TF2H1_HUMAN,173.5916254,-0.187740234,0.173921121,-1.079456209,0.280384405,0.555583781,General transcription factor IIH subunit 1 OS=Homo sapiens GN=GTF2H1 PE=1 SV=1
gene11631,tfap2c,ENSPMEG00000018726,sp|P05549|AP2A_HUMAN,112.0736213,-0.276880464,0.256516611,-1.079386096,0.280415647,0.555593795,Transcription factor AP-2-alpha OS=Homo sapiens GN=TFAP2A PE=1 SV=1
gene15410,LOC106927461,ENSPMEG00000009402,sp|P14373|TRI27_HUMAN,119.1116109,0.223380402,0.207014088,1.079058938,0.280561454,0.55583078,Zinc finger protein RFP OS=Homo sapiens GN=TRIM27 PE=1 SV=1
gene11409,LOC106923084,NA,sp|Q9UPR0|PLCL2_HUMAN,123.5891547,0.231363473,0.214552541,1.078353449,0.280876053,0.556402086,Inactive phospholipase C-like protein 2 OS=Homo sapiens GN=PLCL2 PE=1 SV=2
gene26557,LOC106908335,ENSPMEG00000003072,sp|A6NMX2|I4E1B_HUMAN,368.6999223,0.227479509,0.211014207,1.078029355,0.281020656,0.556539788,Eukaryotic translation initiation factor 4E type 1B OS=Homo sapiens GN=EIF4E1B PE=3 SV=3
gene24733,LOC106906355,ENSPMEG00000018676,sp|Q5MCW4|ZN569_HUMAN,4.834116335,1.062336898,0.985450773,1.078021275,0.281024262,0.556539788,Zinc finger protein 569 OS=Homo sapiens GN=ZNF569 PE=1 SV=1
gene29572,oraov1,NA,sp|Q8WV07|ORAV1_HUMAN,121.9735655,-0.237964677,0.220729741,-1.078081621,0.280997333,0.556539788,Oral cancer-overexpressed protein 1 OS=Homo sapiens GN=ORAOV1 PE=1 SV=2
gene21860,LOC106903259,ENSPMEG00000007977,sp|Q9UKV8|AGO2_HUMAN,72.40057272,-0.258326337,0.239689404,-1.077754514,0.281143323,0.556619704,Protein argonaute-2 OS=Homo sapiens GN=AGO2 PE=1 SV=3
gene20864,LOC106933330,ENSPMEG00000013916,sp|Q86YP4|P66A_HUMAN,344.6340451,-0.112527573,0.104399577,-1.077854681,0.281098612,0.556619704,Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A PE=1 SV=1
gene454,LOC106915703,NA,sp|O60504|VINEX_HUMAN,122.89259,-0.227793628,0.211355035,-1.077777152,0.281133218,0.556619704,Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=2
gene27871,LOC106909753,NA,NA,6.481328481,0.803821057,0.746043215,1.077445705,0.281281195,0.556840704,NA
gene29375,LOC106911350,ENSPMEG00000006897,sp|Q5UIP0|RIF1_HUMAN,161.0975615,-0.138273936,0.128373708,-1.077120371,0.281426493,0.557076365,Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2
gene6088,ptprb,ENSPMEG00000000718,sp|P23467|PTPRB_HUMAN,213.8522642,-0.363931738,0.337934981,-1.076928281,0.281512307,0.557194245,Receptor-type tyrosine-protein phosphatase beta OS=Homo sapiens GN=PTPRB PE=1 SV=3
gene25756,LOC106907448,NA,NA,7.549813962,1.080385149,1.003467088,1.076652301,0.281635629,0.557386335,NA
gene10373,cog4,ENSPMEG00000006749,sp|Q9H9E3|COG4_HUMAN,288.6820511,0.157493924,0.146317423,1.076385308,0.281754971,0.557437248,Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens GN=COG4 PE=1 SV=3
gene8792,rnf166,ENSPMEG00000010689,sp|Q96A37|RN166_HUMAN,52.97585308,-0.30229056,0.280845317,-1.076359625,0.281766452,0.557437248,RING finger protein 166 OS=Homo sapiens GN=RNF166 PE=2 SV=1
gene11142,ddx21,ENSPMEG00000014571,sp|Q9NR30|DDX21_HUMAN,9341.701812,-0.136112759,0.126454822,-1.076374605,0.281759755,0.557437248,Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5
gene15809,LOC106927868,NA,sp|Q9H7D0|DOCK5_HUMAN,3.06501423,1.606252459,1.492263683,1.076386484,0.281754444,0.557437248,Dedicator of cytokinesis protein 5 OS=Homo sapiens GN=DOCK5 PE=1 SV=3
gene11718,lancl1,ENSPMEG00000015340,sp|O43813|LANC1_HUMAN,106.9023486,0.232755284,0.21628663,1.076142727,0.281863429,0.557538473,LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1
gene26781,LOC106908570,NA,NA,14.05722246,0.44850502,0.416776788,1.076127638,0.281870177,0.557538473,NA
gene841,LOC106919607,ENSPMEG00000010202,sp|C9JI98|TM238_HUMAN,56.56236135,0.252323103,0.234515163,1.07593513,0.281956269,0.557603221,Transmembrane protein 238 OS=Homo sapiens GN=TMEM238 PE=1 SV=1
gene11640,LOC106923333,ENSPMEG00000018600,sp|O94925|GLSK_HUMAN,5.958551439,-3.003867438,2.791711403,-1.075994974,0.281929504,0.557603221,"Glutaminase kidney isoform, mitochondrial OS=Homo sapiens GN=GLS PE=1 SV=1"
gene23551,LOC106905086,NA,sp|Q9NQS3|PVRL3_HUMAN,19.56650724,0.542939887,0.504648124,1.075878146,0.281981757,0.557603221,Nectin-3 OS=Homo sapiens GN=PVRL3 PE=1 SV=1
gene16186,LOC106928289,ENSPMEG00000001125,sp|Q9UDY8|MALT1_HUMAN,389.8407459,0.196337016,0.182537784,1.075596576,0.28210772,0.557766278,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens GN=MALT1 PE=1 SV=1
gene9656,dnajc6,ENSPMEG00000023056,sp|O75061|AUXI_HUMAN,12.93248904,1.003185896,0.932696178,1.075576292,0.282116795,0.557766278,Putative tyrosine-protein phosphatase auxilin OS=Homo sapiens GN=DNAJC6 PE=1 SV=3
gene16682,LOC106928827,ENSPMEG00000000175,sp|P63104|1433Z_HUMAN,801.8100837,0.109272246,0.101606215,1.075448446,0.282174002,0.557775424,14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1
gene14606,LOC106926596,ENSPMEG00000021172,sp|Q14687|GSE1_HUMAN,52.27774886,-0.52168919,0.485064284,-1.075505262,0.282148577,0.557775424,Genetic suppressor element 1 OS=Homo sapiens GN=GSE1 PE=1 SV=3
gene17125,marveld2,ENSPMEG00000016381,sp|Q8N4S9|MALD2_HUMAN,477.5370948,-0.190865628,0.17755762,-1.074950364,0.282396951,0.558164125,MARVEL domain-containing protein 2 OS=Homo sapiens GN=MARVELD2 PE=1 SV=2
gene3464,bphl,ENSPMEG00000003067,sp|Q86WA6|BPHL_HUMAN,162.1153699,-0.173950677,0.161863704,-1.074673769,0.282520812,0.558258089,Valacyclovir hydrolase OS=Homo sapiens GN=BPHL PE=1 SV=1
gene28666,LOC106910589,ENSPMEG00000005324,sp|Q92870|APBB2_HUMAN,43.37129485,-0.372437397,0.346560448,-1.074667921,0.282523431,0.558258089,Amyloid beta A4 precursor protein-binding family B member 2 OS=Homo sapiens GN=APBB2 PE=1 SV=3
gene838,LOC106919546,ENSPMEG00000010231,sp|Q9Y6I3|EPN1_HUMAN,12.25299625,0.739423048,0.68801541,1.074718731,0.282500675,0.558258089,Epsin-1 OS=Homo sapiens GN=EPN1 PE=1 SV=2
gene11821,LOC106923538,ENSPMEG00000012066,sp|P01100|FOS_HUMAN,8.957653398,-0.978875789,0.910988323,-1.074520676,0.282589383,0.558336408,Proto-oncogene c-Fos OS=Homo sapiens GN=FOS PE=1 SV=1
gene2835,nxnl2,ENSPMEG00000010694,sp|Q5VZ03|NXNL2_HUMAN,38.8898656,-0.395311327,0.367970665,-1.074301201,0.282687707,0.558408394,Nucleoredoxin-like protein 2 OS=Homo sapiens GN=NXNL2 PE=2 SV=1
gene12936,slc30a4,ENSPMEG00000015303,sp|O14863|ZNT4_HUMAN,362.60325,0.129273329,0.120335115,1.074277682,0.282698245,0.558408394,Zinc transporter 4 OS=Homo sapiens GN=SLC30A4 PE=2 SV=2
gene11562,LOC106923249,ENSPMEG00000020384,sp|Q5SW96|ARH_HUMAN,9.737165314,-0.951375241,0.885655722,-1.074204363,0.282731098,0.558408394,Low density lipoprotein receptor adapter protein 1 OS=Homo sapiens GN=LDLRAP1 PE=1 SV=3
gene10567,LOC106922163,NA,sp|Q5TA50|CPTP_HUMAN,7.531760472,-0.57548227,0.535711247,-1.074239666,0.282715279,0.558408394,Ceramide-1-phosphate transfer protein OS=Homo sapiens GN=CPTP PE=1 SV=1
gene25887,LOC106907595,ENSPMEG00000001285,sp|Q12981|SEC20_HUMAN,46.75429681,-0.281525123,0.262095174,-1.074133179,0.282762996,0.55841941,Vesicle transport protein SEC20 OS=Homo sapiens GN=BNIP1 PE=1 SV=3
gene16760,txndc9,ENSPMEG00000006234,sp|O14530|TXND9_HUMAN,328.4082462,-0.154124768,0.143516866,-1.073913978,0.282861238,0.558509449,Thioredoxin domain-containing protein 9 OS=Homo sapiens GN=TXNDC9 PE=1 SV=2
gene7315,LOC106918638,ENSPMEG00000020949,sp|Q92854|SEM4D_HUMAN,424.0335116,0.192230739,0.178992113,1.073962063,0.282839685,0.558509449,Semaphorin-4D OS=Homo sapiens GN=SEMA4D PE=1 SV=1
gene16232,wfs1,ENSPMEG00000000888,sp|O76024|WFS1_HUMAN,169.3481612,-0.206722144,0.192504779,-1.073854606,0.282887851,0.558510018,Wolframin OS=Homo sapiens GN=WFS1 PE=1 SV=2
gene29850,LOC106911866,NA,NA,4.818645915,0.739726936,0.688900834,1.073778546,0.282921948,0.55852536,NA
gene4278,LOC106915324,ENSPMEG00000023193,sp|Q14590|ZN235_HUMAN,18.56366932,0.3910243,0.3641869,1.073691283,0.28296107,0.558550619,Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
gene30192,LOC106912212,NA,sp|Q16653|MOG_HUMAN,79.54898301,1.216398862,1.13307407,1.073538698,0.283029485,0.558633693,Myelin-oligodendrocyte glycoprotein OS=Homo sapiens GN=MOG PE=1 SV=2
gene31818,NA,NA,NA,35415.89326,-0.252233744,0.235099642,-1.072880171,0.283324884,0.55916472,NA
gene25599,paqr3,ENSPMEG00000008891,sp|Q6TCH7|PAQR3_HUMAN,69.31602449,-0.249248482,0.232430682,-1.072356194,0.283560076,0.559316713,Progestin and adipoQ receptor family member 3 OS=Homo sapiens GN=PAQR3 PE=1 SV=2
gene2503,brox,ENSPMEG00000021246,sp|Q5VW32|BROX_HUMAN,1076.026617,0.137927446,0.128586871,1.072640189,0.283432585,0.559316713,BRO1 domain-containing protein BROX OS=Homo sapiens GN=BROX PE=1 SV=1
gene21967,smurf2,ENSPMEG00000022568,sp|Q9HAU4|SMUF2_HUMAN,175.4452397,0.242710652,0.226288095,1.072573666,0.283462445,0.559316713,E3 ubiquitin-protein ligase SMURF2 OS=Homo sapiens GN=SMURF2 PE=1 SV=1
gene31670,LOC106913752,NA,NA,6.34925686,-1.053881694,0.982611927,-1.07253094,0.283481625,0.559316713,NA
gene16364,LOC106928489,NA,NA,40.97691123,0.577159961,0.538192034,1.072405247,0.283538052,0.559316713,NA
gene1621,LOC106928531,NA,NA,388.4158131,0.27972286,0.260830234,1.072432654,0.283525748,0.559316713,NA
gene6724,LOC106917984,NA,sp|P10244|MYBB_HUMAN,41.17581761,-0.247154247,0.230492321,-1.072288423,0.283590505,0.559324733,Myb-related protein B OS=Homo sapiens GN=MYBL2 PE=1 SV=1
gene15377,dkc1,ENSPMEG00000010413,sp|O60832|DKC1_HUMAN,796.3381059,-0.205559922,0.191726086,-1.072154165,0.283650793,0.559391637,H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3
gene3391,LOC106914343,NA,NA,3.049031389,-1.873992006,1.748228602,-1.071937619,0.283748052,0.559531431,NA
gene2687,ntf3,ENSPMEG00000000678,sp|P20783|NTF3_HUMAN,27.86208423,0.329976198,0.307907873,1.071671845,0.283867451,0.559714855,Neurotrophin-3 OS=Homo sapiens GN=NTF3 PE=1 SV=1
gene30109,LOC106912129,ENSPMEG00000009935,sp|P55017|S12A3_HUMAN,124.3911061,0.935614663,0.873208561,1.071467579,0.283959241,0.559793464,Solute carrier family 12 member 3 OS=Homo sapiens GN=SLC12A3 PE=1 SV=3
gene30505,LOC106912556,NA,sp|P49863|GRAK_HUMAN,38.14634297,-1.518348604,1.417076269,-1.071465691,0.283960089,0.559793464,Granzyme K OS=Homo sapiens GN=GZMK PE=1 SV=1
gene12477,rcn1,ENSPMEG00000010465,sp|Q15293|RCN1_HUMAN,200.5696161,-0.210064285,0.196160987,-1.070876975,0.28422475,0.560211101,Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1
gene28039,LOC106909926,ENSPMEG00000023331,sp|Q9NZN8|CNOT2_HUMAN,408.7816683,-0.103631533,0.096768849,-1.070918315,0.28420616,0.560211101,CCR4-NOT transcription complex subunit 2 OS=Homo sapiens GN=CNOT2 PE=1 SV=1
gene1803,pcmtd1,ENSPMEG00000003013,sp|Q96MG8|PCMD1_HUMAN,157.8662225,-0.213786708,0.199648164,-1.070817301,0.284251586,0.560211951,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1 OS=Homo sapiens GN=PCMTD1 PE=2 SV=2
gene23454,cnbp,ENSPMEG00000012771,sp|P62633|CNBP_HUMAN,1046.665496,-0.123079587,0.115005506,-1.07020604,0.284526576,0.560614925,Cellular nucleic acid-binding protein OS=Homo sapiens GN=CNBP PE=1 SV=1
gene26314,LOC106908065,NA,NA,18.11766483,0.848380373,0.792704166,1.070235794,0.284513186,0.560614925,NA
gene29062,LOC106911020,NA,sp|Q13825|AUHM_HUMAN,97.09964814,-0.237260868,0.221700467,-1.070186593,0.284535328,0.560614925,"Methylglutaconyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1"
gene3565,LOC106914532,ENSPMEG00000001568,NA,46.80978083,0.321702693,0.300700155,1.069845451,0.28468888,0.560813304,NA
gene24789,dcun1d4,ENSPMEG00000015498,sp|Q92564|DCNL4_HUMAN,132.9496696,0.19383853,0.181181115,1.069860565,0.284682076,0.560813304,DCN1-like protein 4 OS=Homo sapiens GN=DCUN1D4 PE=1 SV=2
gene5977,sorcs2,ENSPMEG00000003943,sp|Q96PQ0|SORC2_HUMAN,8.847852119,-1.120537882,1.047869465,-1.06934873,0.28491256,0.561149729,VPS10 domain-containing receptor SorCS2 OS=Homo sapiens GN=SORCS2 PE=1 SV=3
gene8663,rnf213,ENSPMEG00000014710,sp|Q63HN8|RN213_HUMAN,1720.890701,0.165003458,0.154298439,1.069378658,0.28489908,0.561149729,E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens GN=RNF213 PE=1 SV=3
gene24208,LOC106905789,ENSPMEG00000000669,sp|O75916|RGS9_HUMAN,6.086426696,0.995970551,0.931523275,1.069184826,0.284986395,0.561190955,Regulator of G-protein signaling 9 OS=Homo sapiens GN=RGS9 PE=1 SV=1
gene4902,kctd2,ENSPMEG00000021313,sp|Q14681|KCTD2_HUMAN,93.10382647,-0.217337786,0.203269851,-1.069208171,0.284975878,0.561190955,BTB/POZ domain-containing protein KCTD2 OS=Homo sapiens GN=KCTD2 PE=1 SV=3
gene22065,eif3f,ENSPMEG00000019861,sp|O00303|EIF3F_HUMAN,2763.456644,-0.202423696,0.189342859,-1.069085451,0.285031167,0.561227028,Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=1 SV=1
gene18143,med17,ENSPMEG00000000028,sp|Q9NVC6|MED17_HUMAN,215.6997084,-0.127736092,0.119505413,-1.068872858,0.285126964,0.561363555,Mediator of RNA polymerase II transcription subunit 17 OS=Homo sapiens GN=MED17 PE=1 SV=2
gene24493,uimc1,ENSPMEG00000003203,sp|Q96RL1|UIMC1_HUMAN,212.6455217,0.179611543,0.168113109,1.068397015,0.285341463,0.561733737,BRCA1-A complex subunit RAP80 OS=Homo sapiens GN=UIMC1 PE=1 SV=2
gene13643,LOC106925534,ENSPMEG00000012595,sp|O75712|CXB3_HUMAN,877.323097,-0.26036833,0.243724209,-1.068290799,0.285389358,0.561775897,Gap junction beta-3 protein OS=Homo sapiens GN=GJB3 PE=1 SV=1
gene4507,ybx1,ENSPMEG00000015332,sp|P67809|YBOX1_HUMAN,10532.43036,0.156257787,0.146321035,1.067910617,0.285560833,0.562061288,Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3
gene8750,LOC106920189,ENSPMEG00000012642,sp|Q92845|KIFA3_HUMAN,134.38443,0.192509753,0.180292776,1.067761874,0.28562794,0.562141223,Kinesin-associated protein 3 OS=Homo sapiens GN=KIFAP3 PE=1 SV=2
gene8727,gemin7,ENSPMEG00000013022,sp|Q9H840|GEMI7_HUMAN,44.41841556,0.324867323,0.30430285,1.067578969,0.285710474,0.5622515,Gem-associated protein 7 OS=Homo sapiens GN=GEMIN7 PE=1 SV=1
gene1650,net1,ENSPMEG00000006944,sp|Q7Z628|ARHG8_HUMAN,143.3060883,-0.21325442,0.199876716,-1.066929781,0.286003546,0.562723845,Neuroepithelial cell-transforming gene 1 protein OS=Homo sapiens GN=NET1 PE=1 SV=1
gene26779,LOC106908569,NA,sp|Q96JA1|LRIG1_HUMAN,17.87482017,0.487304904,0.456719261,1.066968148,0.285986219,0.562723845,Leucine-rich repeats and immunoglobulin-like domains protein 1 OS=Homo sapiens GN=LRIG1 PE=1 SV=2
gene22989,LOC106904485,ENSPMEG00000003753,sp|Q13332|PTPRS_HUMAN,122.7002059,-0.302727795,0.283791178,-1.066727294,0.286094999,0.562811793,Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens GN=PTPRS PE=1 SV=3
gene28545,LOC106910456,ENSPMEG00000007444,sp|Q7Z2W7|TRPM8_HUMAN,105.4712608,0.351723038,0.329725919,1.066713342,0.2861013,0.562811793,Transient receptor potential cation channel subfamily M member 8 OS=Homo sapiens GN=TRPM8 PE=1 SV=2
gene19711,LOC106932071,NA,sp|Q14517|FAT1_HUMAN,114.6577748,-0.267421087,0.250781157,-1.066352393,0.286264373,0.563080377,Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2
gene13585,nr3c2,ENSPMEG00000014378,sp|P08235|MCR_HUMAN,72.2437153,0.266810296,0.250269594,1.066091537,0.286382265,0.563088768,Mineralocorticoid receptor OS=Homo sapiens GN=NR3C2 PE=1 SV=1
gene21631,fars2,ENSPMEG00000016166,sp|O95363|SYFM_HUMAN,69.65671243,-0.25846054,0.242445272,-1.06605725,0.286397763,0.563088768,"Phenylalanine--tRNA ligase, mitochondrial OS=Homo sapiens GN=FARS2 PE=1 SV=1"
gene6221,wscd1,ENSPMEG00000016512,sp|Q658N2|WSCD1_HUMAN,4.394508576,1.407807625,1.320449782,1.066157641,0.286352387,0.563088768,WSC domain-containing protein 1 OS=Homo sapiens GN=WSCD1 PE=2 SV=1
gene11083,lrig3,ENSPMEG00000016556,sp|Q6UXM1|LRIG3_HUMAN,557.0262646,-0.170077461,0.159539954,-1.06604933,0.286401343,0.563088768,Leucine-rich repeats and immunoglobulin-like domains protein 3 OS=Homo sapiens GN=LRIG3 PE=2 SV=1
gene16252,jmjd1c,ENSPMEG00000024356,sp|Q15652|JHD2C_HUMAN,392.7937316,-0.167202323,0.15681753,-1.066222142,0.286323235,0.563088768,Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens GN=JMJD1C PE=1 SV=2
gene28800,LOC106910735,ENSPMEG00000024039,sp|Q969H6|POP5_HUMAN,19.30301932,-0.388330879,0.364326415,-1.065887246,0.286474615,0.563180637,Ribonuclease P/MRP protein subunit POP5 OS=Homo sapiens GN=POP5 PE=1 SV=1
gene23923,LOC106905488,ENSPMEG00000022302,sp|Q9NXK8|FXL12_HUMAN,25.15000779,-0.382286557,0.358800587,-1.065456887,0.286669226,0.563511006,F-box/LRR-repeat protein 12 OS=Homo sapiens GN=FBXL12 PE=1 SV=1
gene20578,mrs2,ENSPMEG00000002064,sp|Q9HD23|MRS2_HUMAN,353.8666519,-0.212430232,0.199401354,-1.065339971,0.286722111,0.563511592,"Magnesium transporter MRS2 homolog, mitochondrial OS=Homo sapiens GN=MRS2 PE=1 SV=1"
gene15079,LOC106927092,ENSPMEG00000004024,sp|Q16566|KCC4_HUMAN,8.42327662,1.047102981,0.982882619,1.065338791,0.286722645,0.563511592,Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens GN=CAMK4 PE=1 SV=1
gene20479,tubgcp4,ENSPMEG00000005423,sp|Q9UGJ1|GCP4_HUMAN,67.90269669,-0.241740205,0.2269558,-1.065142226,0.286811573,0.563634155,Gamma-tubulin complex component 4 OS=Homo sapiens GN=TUBGCP4 PE=1 SV=1
gene5207,LOC106916324,ENSPMEG00000009082,NA,66.54348297,-0.258431614,0.242651984,-1.065029881,0.286862408,0.563681842,NA
gene17381,LOC106929572,NA,NA,22.15302028,-1.591790145,1.495982529,-1.064043272,0.287309097,0.564507298,NA
gene1160,LOC106923279,ENSPMEG00000001035,sp|Q5VZL5|ZMYM4_HUMAN,147.7315744,0.24884589,0.233929474,1.063764584,0.287435359,0.564649598,Zinc finger MYM-type protein 4 OS=Homo sapiens GN=ZMYM4 PE=1 SV=1
gene20231,parp16,ENSPMEG00000016623,sp|Q8N5Y8|PAR16_HUMAN,343.0163953,0.166365737,0.156400519,1.063716014,0.287457367,0.564649598,Mono [ADP-ribose] polymerase PARP16 OS=Homo sapiens GN=PARP16 PE=1 SV=2
gene27264,LOC106909087,NA,sp|O00370|LORF2_HUMAN,5.088266997,1.347831672,1.26710779,1.063707194,0.287461364,0.564649598,LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1
gene18955,cpeb4,ENSPMEG00000017399,sp|Q17RY0|CPEB4_HUMAN,164.6002688,-0.285171992,0.268117164,-1.063609606,0.287505589,0.564684185,Cytoplasmic polyadenylation element-binding protein 4 OS=Homo sapiens GN=CPEB4 PE=1 SV=1
